N,P,K,temperature,humidity,ph,rainfall,label
80.36,19.02,50.78,27.01,63.37,6.88,58.25,watermelon
35.4,78.57,21.1,33.35,67.1,6.61,82.08,blackgram
115.31,85.83,50.18,27.89,82.49,6.46,99.56,banana
70.62,41.26,44.44,23.1,89.31,6.22,190.97,jute
95.94,22.98,33.87,23.25,52.73,6.12,192.16,coffee
31.38,20.87,28.87,29.55,99.7,5.76,152.3,coconut
129.5,38.84,20.12,23.4,76.61,6.14,66.55,cotton
25.04,36.51,15.35,28.41,43.15,8.87,44.02,mothbeans
35.26,72.25,79.02,20.36,16.45,6.9,90.25,chickpea
27.54,63.24,16.74,29.36,76.37,6.94,53.76,mungbean
41.54,61.37,48.76,43.63,93.33,6.96,84.32,papaya
39.04,48.4,20.02,25.97,44.13,7.74,58.78,mothbeans
103.85,43.57,23.69,22.36,83.76,6.29,80.41,cotton
28.41,61.94,23.1,29.92,85.95,6.55,56.02,mungbean
88.09,25.34,49.4,29.56,91.73,6.39,23.77,muskmelon
111.48,71.69,48.69,27.53,80.6,6.23,136.13,banana
22.29,123.22,207.11,22.94,94.45,6.44,101.61,apple
91.66,58.69,35.91,23.46,75.86,6.32,232.98,rice
89.82,33.43,53.4,28.62,93.39,6.1,32.57,muskmelon
64.79,61.72,40.94,24.75,86.84,6.25,190.43,rice
23.83,59.86,23.3,30.55,76.58,7.26,56.78,mungbean
88.13,35.66,45.32,24.61,56.85,6.2,44.64,watermelon
101.49,39.22,24.17,24.3,75.78,6.94,103.95,cotton
33.55,65.25,91.8,18.84,23.58,7.18,67.38,chickpea
100.36,27.12,54.46,27.54,64.98,6.48,58.66,watermelon
27.76,70.66,24.26,15.19,22.77,6.19,125.04,kidneybeans
87.95,20.5,52.08,26.94,63.88,6.1,56.1,watermelon
35.79,28.52,27.02,26.55,92.4,6.04,221.47,coconut
27.85,56.97,18.31,20.98,69.88,6.08,69.3,lentil
29.62,124.57,193.59,32.23,85.65,6.36,62.35,grapes
32.91,22.2,13.07,23.64,90.74,6.91,117.62,orange
64.43,59.63,16.27,21.58,70.95,5.8,71.46,maize
65.08,50.67,42.7,21.51,84.34,5.63,186.2,rice
66.25,55.06,21.59,18.24,59.44,5.96,93.59,maize
49.17,76.7,84.09,20.16,22.33,7.33,65.59,chickpea
97.66,46.58,44.61,26.34,77.94,5.6,192.09,rice
27.33,45.78,23.24,30.57,44.32,5.75,49.06,mothbeans
62.95,51.62,44.69,23.66,84.44,6.54,234.54,rice
95.94,34.17,52.91,28.65,69.52,6.19,41.0,watermelon
38.84,15.67,30.13,25.73,95.51,5.72,191.12,coconut
88.1,49.59,15.1,20.94,65.35,5.68,77.53,maize
89.52,32.9,21.03,20.21,62.79,6.08,77.78,maize
16.39,76.7,23.81,22.2,60.83,6.59,52.46,lentil
52.87,71.16,21.47,26.28,66.5,7.48,87.35,blackgram
77.01,30.79,17.69,22.87,67.67,6.02,66.97,maize
88.16,41.39,36.36,20.1,80.26,6.38,227.07,rice
83.14,64.63,38.72,25.29,76.49,6.27,157.16,jute
28.62,15.5,31.13,28.81,95.46,6.44,223.53,coconut
23.92,38.56,24.81,25.72,32.02,7.31,58.47,mothbeans
26.67,25.62,30.05,29.58,96.28,6.76,144.83,coconut
16.18,19.65,39.31,24.6,94.32,6.21,114.33,pomegranate
90.11,35.55,23.81,25.85,55.58,7.15,66.44,maize
43.49,59.87,82.36,19.14,27.41,7.47,90.77,chickpea
91.1,29.46,52.25,25.68,72.12,6.62,48.57,watermelon
16.56,66.47,22.33,29.53,56.91,4.74,194.66,pigeonpeas
104.4,38.64,54.26,31.27,62.8,6.36,49.3,watermelon
20.37,56.82,21.27,21.04,68.04,6.73,79.16,lentil
105.76,13.8,50.66,27.71,92.05,6.91,26.52,muskmelon
94.62,59.51,37.58,21.2,85.03,6.89,246.81,rice
96.26,33.26,34.65,27.05,68.81,6.21,153.56,coffee
11.14,69.69,23.4,18.21,60.49,6.36,72.78,lentil
29.03,70.42,15.4,28.26,64.69,6.65,89.54,blackgram
90.99,28.05,51.06,28.83,94.04,6.5,26.97,muskmelon
73.95,62.53,23.31,26.69,57.49,6.96,106.92,maize
16.69,67.97,16.79,36.44,34.53,5.71,171.17,pigeonpeas
99.49,39.51,40.94,22.67,89.55,6.76,280.6,rice
27.33,60.98,17.89,27.74,48.58,6.13,50.69,mothbeans
81.65,30.2,53.91,31.02,86.84,6.3,30.76,muskmelon
106.4,36.63,54.58,31.34,85.02,6.38,32.28,muskmelon
22.54,141.89,209.86,17.65,82.33,6.45,79.17,grapes
38.43,33.01,35.37,22.14,92.21,6.94,135.27,pomegranate
101.65,12.64,53.46,29.86,65.27,6.82,48.08,watermelon
92.48,59.4,41.43,25.29,87.29,7.39,151.19,jute
109.23,60.46,16.39,24.9,83.88,6.21,97.33,cotton
113.79,54.47,23.83,22.92,83.4,5.68,70.75,cotton
58.66,78.62,18.35,30.71,69.1,6.51,84.32,blackgram
26.98,28.47,30.79,20.82,91.49,6.7,125.53,pomegranate
31.16,79.35,23.47,15.24,26.99,6.28,130.23,kidneybeans
52.66,58.19,91.52,22.82,25.63,6.07,72.13,chickpea
69.73,61.39,50.42,39.08,94.2,6.81,43.64,papaya
51.78,75.44,79.27,20.06,27.61,7.47,81.69,chickpea
95.15,32.44,46.39,26.02,68.29,6.16,47.03,watermelon
90.77,11.36,53.46,31.56,93.21,6.13,34.97,muskmelon
73.41,58.1,15.05,21.0,62.96,6.57,105.99,maize
116.51,20.06,30.43,26.18,60.44,6.65,159.6,coffee
23.74,42.7,22.52,29.56,79.81,6.89,64.89,mungbean
30.33,65.4,84.63,15.19,18.9,7.52,65.48,chickpea
38.54,65.05,54.15,38.89,94.11,6.22,97.99,papaya
107.17,27.19,25.41,26.28,66.84,7.08,191.5,coffee
85.84,52.12,38.56,26.91,84.09,5.86,192.21,rice
98.8,31.83,51.79,29.35,88.88,6.38,29.6,muskmelon
80.11,52.31,39.93,21.37,85.84,5.92,182.92,rice
81.0,52.99,40.67,26.27,76.15,6.19,188.04,jute
100.37,44.38,16.74,24.95,77.54,5.89,84.42,cotton
33.57,73.45,20.21,19.3,44.84,7.26,154.29,pigeonpeas
41.41,70.88,16.96,27.12,60.41,6.82,76.79,blackgram
84.58,12.49,51.42,29.36,94.08,6.36,24.31,muskmelon
32.9,23.64,27.46,28.64,97.48,6.1,151.04,coconut
74.98,63.52,42.32,24.19,77.34,5.73,186.97,rice
20.19,13.38,6.05,24.96,94.27,6.76,114.8,orange
32.86,28.43,33.41,27.33,50.5,5.09,77.89,mango
17.86,37.04,33.92,28.96,54.21,4.72,75.66,mango
92.5,32.72,47.27,28.11,86.61,6.37,32.71,muskmelon
94.49,63.49,36.47,26.49,82.38,5.89,235.1,rice
35.95,133.13,194.17,22.62,92.78,6.24,106.6,apple
31.72,62.86,19.31,27.6,82.69,6.52,49.37,mungbean
61.22,59.13,49.48,29.49,92.51,6.34,206.54,papaya
99.29,91.09,45.68,25.97,77.15,6.24,114.59,banana
25.58,69.23,23.68,30.83,67.18,6.87,62.77,blackgram
98.22,24.3,53.66,27.16,91.44,6.76,31.39,muskmelon
20.78,121.16,204.1,24.25,92.17,6.43,117.71,apple
15.78,13.9,26.7,25.53,99.07,7.0,146.41,coconut
42.41,65.28,52.74,26.05,92.32,6.77,114.21,papaya
25.72,55.73,19.81,30.59,34.74,5.37,133.76,pigeonpeas
85.13,52.47,44.87,27.43,78.22,6.56,164.84,jute
19.89,120.28,194.85,23.39,91.16,6.01,126.63,apple
22.51,133.28,198.16,21.37,90.66,6.32,129.88,apple
68.07,35.73,16.64,25.33,68.3,6.55,77.94,maize
37.28,59.59,23.88,28.0,79.26,6.43,49.43,mungbean
35.93,121.67,208.85,24.93,90.44,5.79,111.17,apple
21.92,57.69,15.17,28.91,62.7,6.73,79.97,lentil
10.28,138.29,193.52,30.16,83.37,6.09,66.31,grapes
63.36,56.03,35.73,25.75,85.59,5.62,190.18,rice
96.57,29.83,48.23,27.85,65.43,6.4,43.97,watermelon
19.68,77.44,24.08,19.05,69.36,6.74,71.65,lentil
30.54,123.21,195.3,24.18,91.64,5.99,128.23,apple
38.31,111.47,200.06,29.61,89.2,5.55,71.47,grapes
37.11,74.51,80.5,23.23,21.36,7.34,63.82,chickpea
97.01,36.32,20.68,26.24,55.68,6.89,74.87,maize
92.82,92.33,54.71,27.19,83.61,6.07,110.44,banana
15.1,61.17,22.41,18.16,19.02,5.86,84.34,kidneybeans
22.9,21.04,25.46,10.14,94.96,6.37,109.4,orange
13.5,21.83,27.1,31.55,58.63,4.76,88.81,mango
100.67,30.24,32.24,23.13,61.41,7.33,150.87,coffee
40.47,58.39,47.3,38.62,92.64,6.41,99.14,papaya
23.31,129.98,200.54,15.96,86.15,6.33,63.15,grapes
13.73,117.5,191.29,29.36,86.22,6.01,76.34,grapes
23.24,13.47,27.93,26.06,92.66,5.64,164.69,coconut
121.07,51.14,22.81,23.57,79.82,6.95,93.61,cotton
74.27,43.43,40.43,20.99,87.03,5.61,298.43,rice
28.46,61.72,18.68,35.01,56.66,6.86,139.98,pigeonpeas
34.28,70.87,16.86,32.49,65.46,6.7,68.76,blackgram
56.85,70.92,87.28,15.67,22.78,6.3,89.5,chickpea
20.24,68.18,20.62,20.05,61.98,5.98,63.74,lentil
26.45,64.95,18.03,15.66,20.28,5.75,103.57,kidneybeans
18.36,140.35,202.12,24.75,91.7,5.61,115.2,apple
26.22,23.75,48.9,22.72,85.65,6.47,109.61,pomegranate
38.02,32.99,43.16,23.77,91.48,6.97,128.56,pomegranate
78.69,56.14,38.09,24.58,71.21,7.03,178.39,jute
100.45,39.81,47.32,30.12,89.6,6.04,20.22,muskmelon
27.87,59.03,15.84,18.36,36.63,7.17,116.57,pigeonpeas
98.04,51.15,41.72,23.5,77.61,7.15,185.35,jute
67.48,51.26,37.82,24.62,77.03,6.09,199.3,jute
17.08,33.26,25.4,27.95,45.1,4.88,62.76,mango
37.9,26.35,43.23,24.32,85.99,6.23,128.36,pomegranate
23.95,60.42,15.62,26.68,32.01,9.74,60.42,mothbeans
21.38,66.15,23.17,33.85,60.87,7.04,87.4,blackgram
95.6,45.14,38.76,20.66,83.67,5.55,235.87,rice
16.46,68.6,20.52,22.28,64.47,6.95,55.09,lentil
39.28,73.94,17.82,28.18,69.25,6.56,74.57,blackgram
31.99,54.76,24.32,30.57,47.0,7.7,62.46,mothbeans
17.25,127.84,197.6,26.21,89.81,5.85,69.04,grapes
106.21,12.27,47.47,29.56,60.24,6.88,45.96,watermelon
34.72,41.12,19.69,31.0,77.7,6.16,62.09,mungbean
130.07,48.49,21.13,25.44,80.13,6.21,92.25,cotton
37.72,68.25,52.07,29.92,91.95,6.74,172.32,papaya
90.29,17.26,48.99,24.15,69.31,6.17,40.88,watermelon
33.17,26.83,31.18,31.56,58.41,5.74,93.67,mango
108.59,98.13,54.12,29.73,77.45,5.63,129.3,banana
15.0,67.78,15.47,17.76,25.07,5.56,135.54,kidneybeans
30.91,45.89,23.79,30.63,76.69,6.61,62.16,mungbean
87.2,13.02,47.6,27.89,85.29,6.91,20.12,muskmelon
37.51,14.87,26.8,26.43,94.55,5.94,153.36,coconut
25.19,75.69,22.65,20.74,27.56,5.7,69.83,kidneybeans
19.85,13.39,47.4,22.45,86.65,6.43,111.49,pomegranate
31.76,66.16,22.27,31.93,69.87,6.73,79.87,blackgram
55.19,71.22,23.99,31.24,61.31,6.81,66.05,blackgram
100.7,36.52,47.07,31.35,70.38,6.98,57.61,watermelon
81.88,90.06,53.63,25.81,83.12,6.35,208.86,banana
34.78,19.11,37.97,20.22,89.67,6.29,138.46,pomegranate
89.62,25.16,33.66,27.69,69.85,7.44,150.3,coffee
46.33,53.53,51.62,32.81,94.06,6.16,213.79,papaya
77.81,45.38,39.51,26.74,88.04,6.07,176.21,jute
11.64,13.24,29.62,26.02,93.01,5.8,207.43,coconut
36.08,10.94,7.03,25.68,91.68,7.34,100.64,orange
16.46,23.05,33.11,27.06,97.46,6.11,197.84,coconut
106.27,34.04,54.43,24.79,56.63,6.5,56.93,watermelon
38.59,137.34,208.81,22.77,93.0,6.48,119.26,apple
64.43,46.25,48.97,30.77,91.42,6.91,205.2,papaya
85.59,24.56,53.3,31.75,91.34,6.35,29.05,muskmelon
109.52,10.6,51.99,28.26,85.4,6.4,34.03,muskmelon
118.28,47.33,20.55,23.22,75.52,6.91,69.33,cotton
14.93,138.14,205.84,18.18,83.99,5.67,65.09,grapes
79.68,59.68,39.06,27.92,85.41,7.45,175.72,jute
88.2,41.15,43.95,27.64,89.52,7.41,163.59,jute
16.83,130.44,197.43,26.22,85.37,5.7,63.12,grapes
13.12,61.09,23.42,20.51,60.73,6.55,56.1,lentil
82.44,61.3,39.03,20.94,75.43,6.63,254.44,rice
29.92,21.38,26.27,27.59,49.58,4.89,66.96,mango
29.68,62.31,17.95,22.25,65.65,5.88,76.61,lentil
17.28,131.85,193.87,21.04,93.31,6.41,112.11,apple
25.23,39.15,24.83,28.25,76.1,6.99,54.88,mungbean
38.08,8.42,29.88,26.29,97.55,6.58,144.09,coconut
90.18,38.09,44.03,23.54,87.4,5.98,287.46,rice
93.4,64.45,20.26,19.55,60.45,5.54,105.71,maize
16.01,20.28,31.88,29.2,51.58,6.46,91.36,mango
37.05,37.79,30.18,18.53,87.5,6.67,135.53,pomegranate
128.91,63.92,24.31,25.81,80.2,5.81,87.26,cotton
28.72,78.52,16.75,28.5,67.37,5.88,42.69,lentil
102.08,14.56,54.12,31.46,91.54,6.67,20.08,muskmelon
19.54,18.85,23.27,11.06,90.06,6.92,102.64,orange
15.1,121.06,198.49,22.73,82.81,6.47,63.07,grapes
39.03,48.19,17.78,30.39,39.79,5.42,45.81,mothbeans
101.42,36.45,25.58,25.63,60.79,7.29,154.88,coffee
37.21,70.07,23.27,24.84,20.88,6.46,95.05,kidneybeans
18.14,55.42,22.7,23.07,19.2,5.77,61.58,kidneybeans
90.5,77.25,49.83,29.43,78.78,6.25,102.59,banana
91.49,35.07,54.67,27.51,59.83,6.85,48.54,watermelon
26.73,60.39,16.2,28.22,61.57,6.96,73.7,lentil
12.71,79.44,24.64,19.96,62.99,5.65,50.87,lentil
109.87,29.07,25.83,23.93,54.39,6.39,178.27,coffee
33.79,75.08,20.18,20.67,56.85,6.36,171.65,pigeonpeas
45.89,56.24,53.06,26.39,91.46,6.68,109.41,papaya
67.85,52.92,51.54,24.68,91.21,6.77,156.31,papaya
34.25,11.59,5.1,22.39,90.5,7.51,105.52,orange
16.93,61.92,17.56,28.1,77.07,7.29,52.5,mungbean
79.55,56.96,21.83,22.01,60.47,7.49,81.31,maize
101.17,15.72,50.53,28.27,94.56,6.03,23.0,muskmelon
31.15,26.27,26.01,34.08,45.47,6.68,65.55,mango
87.88,56.07,38.59,22.06,87.14,6.72,284.05,rice
42.94,63.54,21.48,25.68,68.97,6.62,69.84,blackgram
88.53,61.86,40.12,23.72,76.61,6.17,243.91,rice
73.4,56.02,16.61,25.36,71.64,6.51,60.32,maize
17.4,125.75,190.44,31.02,84.14,5.77,64.14,grapes
25.73,67.74,18.0,19.82,62.85,6.06,70.25,lentil
88.35,46.73,43.41,26.39,83.96,6.8,194.26,jute
118.65,54.64,16.03,23.27,84.19,6.5,60.67,cotton
110.33,31.27,26.78,23.26,63.66,6.38,174.98,coffee
85.9,72.2,53.12,28.76,82.53,6.22,177.02,banana
29.82,38.77,32.3,27.52,58.26,6.66,77.73,mango
84.38,18.68,48.1,28.18,66.59,6.38,54.39,watermelon
14.5,7.25,19.08,12.84,90.69,6.6,105.63,orange
93.46,28.79,46.46,25.51,71.49,6.26,47.6,watermelon
19.42,51.14,23.4,31.92,56.69,5.88,44.88,mothbeans
37.07,71.48,17.11,34.4,65.44,5.09,171.12,pigeonpeas
109.4,48.27,16.55,24.98,77.51,6.0,83.56,cotton
137.09,62.96,20.13,23.53,79.6,5.78,91.82,cotton
24.21,129.1,209.19,22.22,93.78,6.25,107.97,apple
18.08,68.97,18.43,22.29,24.52,6.35,122.32,kidneybeans
133.8,53.06,19.54,24.04,79.97,5.56,104.64,cotton
36.01,33.67,33.58,31.95,46.96,6.24,68.24,mango
89.04,61.91,43.87,25.46,84.63,5.63,199.4,rice
38.98,132.56,208.34,23.53,93.61,5.59,106.6,apple
35.39,125.83,198.49,18.92,84.26,6.04,60.45,grapes
36.47,130.09,204.05,22.79,94.26,5.82,115.71,apple
31.0,70.98,18.41,34.98,62.64,6.78,87.92,blackgram
31.85,15.99,37.43,21.51,92.25,6.11,116.25,pomegranate
50.5,57.28,51.82,25.13,91.64,6.08,56.14,papaya
97.28,33.59,24.37,24.19,56.36,6.1,95.41,maize
18.35,28.58,33.84,25.42,95.17,5.84,171.08,coconut
22.7,27.87,26.71,33.63,57.79,5.14,79.66,mango
19.33,128.52,198.17,21.74,93.82,5.6,110.54,apple
17.9,129.47,198.23,38.69,81.26,6.47,64.61,grapes
30.4,25.28,7.72,16.27,94.47,7.43,112.79,orange
23.79,28.86,41.15,23.2,87.8,6.56,103.53,pomegranate
29.92,78.2,24.29,24.5,51.11,5.13,199.52,pigeonpeas
34.23,17.39,31.27,18.92,93.59,6.63,110.13,pomegranate
82.14,98.13,50.3,28.07,79.82,5.59,189.85,banana
115.8,99.16,53.59,25.55,84.47,5.92,91.21,banana
27.31,51.92,20.0,24.56,32.7,7.35,48.52,mothbeans
35.44,79.17,21.97,25.83,68.63,6.98,62.06,blackgram
18.07,40.96,22.83,31.55,80.55,7.13,62.42,mungbean
59.77,78.18,85.8,23.42,22.81,7.25,63.56,chickpea
56.51,70.26,20.46,27.5,63.43,7.35,76.78,blackgram
108.79,35.85,28.95,25.82,54.55,6.93,150.61,coffee
102.24,38.63,24.3,24.76,82.96,6.0,89.63,cotton
27.58,39.4,30.32,36.05,46.25,4.98,77.63,mango
56.49,57.76,49.34,35.46,91.17,6.94,169.53,papaya
23.62,25.03,24.29,32.99,92.67,6.2,111.77,orange
116.83,59.99,15.19,22.56,84.91,5.92,108.78,cotton
23.8,28.21,33.77,23.63,94.67,6.27,119.79,pomegranate
34.11,144.85,195.05,25.92,85.2,5.79,60.31,grapes
119.96,88.23,49.05,26.13,77.57,5.98,137.75,banana
84.8,48.67,23.94,25.1,58.03,6.12,72.42,maize
14.09,11.26,30.43,29.0,90.36,6.98,175.49,coconut
21.24,51.5,15.51,27.41,54.97,8.66,45.61,mothbeans
15.84,35.4,33.03,31.86,49.48,6.1,71.53,mango
18.85,33.34,33.71,28.93,46.46,6.74,74.0,mango
18.98,130.88,198.04,22.88,92.92,6.25,115.3,apple
88.0,31.48,48.94,30.39,89.76,6.99,30.93,muskmelon
21.57,77.78,20.54,20.09,63.79,6.76,65.77,lentil
30.99,22.36,32.77,22.66,90.25,6.64,113.52,pomegranate
81.99,78.06,51.54,27.67,84.44,5.9,180.2,banana
17.27,136.68,195.67,23.2,93.04,5.65,106.2,apple
14.35,9.43,26.57,19.82,90.02,6.55,111.95,orange
40.45,69.0,45.38,43.53,90.02,6.87,107.61,papaya
12.71,58.64,21.97,25.71,67.83,6.91,67.68,lentil
127.96,48.69,20.31,22.73,76.4,6.38,109.25,cotton
80.34,20.42,33.27,26.35,67.89,6.09,179.85,coffee
11.75,19.01,25.85,29.52,99.07,6.55,222.62,coconut
12.93,58.99,22.9,25.4,60.45,6.43,52.36,lentil
31.39,136.04,194.19,20.15,92.17,6.07,126.3,apple
95.11,29.38,54.73,27.28,90.74,6.86,27.22,muskmelon
47.32,78.31,20.76,26.26,65.82,7.27,72.19,blackgram
54.32,71.67,19.35,34.53,67.19,7.43,75.83,blackgram
35.35,72.13,16.1,23.49,42.39,5.25,146.65,pigeonpeas
56.61,71.15,80.72,23.16,27.92,7.69,96.76,chickpea
78.75,47.44,37.73,20.39,87.97,6.72,299.97,rice
128.96,40.58,24.1,26.14,76.64,6.81,73.61,cotton
29.74,70.33,21.38,22.6,58.56,4.77,111.92,pigeonpeas
38.95,68.24,17.42,20.01,24.8,5.58,84.72,kidneybeans
68.52,31.09,21.52,21.32,72.29,6.45,108.41,maize
86.43,99.35,46.59,27.44,78.64,6.14,106.77,banana
88.26,57.82,40.23,27.62,86.5,7.27,183.65,jute
20.54,9.18,5.83,19.64,94.52,6.48,104.13,orange
41.72,61.33,45.54,29.58,90.75,6.58,185.59,papaya
16.52,13.36,34.6,27.6,94.01,6.28,207.9,coconut
21.66,42.21,15.95,26.52,32.9,4.63,64.68,mothbeans
95.51,45.53,36.17,21.0,86.42,6.43,192.13,rice
22.69,128.1,197.4,33.52,87.84,6.26,74.45,grapes
12.53,59.46,19.93,18.98,61.96,6.92,79.06,lentil
57.16,46.26,51.09,26.21,94.15,6.36,101.94,papaya
58.67,55.46,78.92,15.08,24.71,7.8,69.74,chickpea
43.21,58.69,81.56,19.34,16.33,6.44,83.93,chickpea
29.37,142.25,203.02,22.38,94.27,5.97,126.06,apple
87.96,30.64,52.92,26.45,50.9,6.93,46.9,watermelon
94.05,44.51,36.69,23.9,89.04,6.54,248.41,rice
62.27,63.12,45.6,35.21,90.65,6.97,218.51,papaya
14.12,63.57,18.29,30.31,86.28,7.22,63.64,mungbean
64.34,58.75,36.71,23.18,73.71,7.15,170.26,jute
67.1,56.7,47.75,25.98,90.02,6.53,63.57,papaya
39.04,37.44,33.34,18.85,85.85,6.91,107.74,pomegranate
32.47,126.43,201.28,22.67,90.69,6.09,109.44,apple
95.01,45.42,40.62,25.17,79.18,7.45,164.81,jute
28.36,58.26,17.04,32.69,64.26,7.07,60.63,blackgram
87.21,32.53,15.31,20.32,64.25,7.24,96.36,maize
25.46,33.24,41.24,21.87,86.15,6.13,121.18,pomegranate
38.82,63.17,18.54,27.61,67.64,7.13,101.28,pigeonpeas
93.02,18.33,53.7,30.02,91.14,6.53,21.38,muskmelon
10.01,62.45,23.44,30.71,77.52,6.18,41.69,mungbean
31.3,61.98,19.05,34.99,60.55,7.08,62.48,blackgram
94.9,50.74,35.22,26.58,72.2,7.18,158.41,jute
11.1,9.66,32.47,26.63,96.68,6.58,188.12,coconut
53.76,61.56,19.22,25.4,64.49,7.08,77.13,blackgram
139.93,40.44,16.2,22.72,81.61,6.49,102.4,cotton
87.94,25.42,50.73,31.41,66.13,6.41,58.61,watermelon
16.73,78.52,20.07,25.78,62.44,7.01,126.54,pigeonpeas
109.89,79.35,48.06,29.19,75.72,6.38,123.37,banana
18.5,128.71,197.79,22.56,94.65,6.37,104.04,apple
32.61,122.48,208.18,21.08,91.02,5.68,100.42,apple
17.51,70.67,16.46,27.88,62.35,6.48,56.21,lentil
65.8,50.35,54.72,26.0,90.51,6.11,166.09,papaya
13.73,61.25,24.71,27.89,85.83,6.06,50.14,mungbean
87.87,62.29,22.07,19.37,66.53,6.71,81.21,maize
22.57,63.13,22.13,33.52,37.26,5.61,189.21,pigeonpeas
89.02,30.36,25.28,27.66,60.46,6.06,167.12,coffee
23.5,23.61,16.67,15.7,91.0,6.85,115.11,orange
19.48,31.88,47.49,24.57,93.05,6.85,122.02,pomegranate
23.99,40.7,22.02,29.78,80.38,7.37,40.52,mungbean
81.07,26.65,25.58,23.93,61.21,7.3,194.14,coffee
79.38,53.55,38.69,23.24,86.21,5.56,210.29,rice
23.69,60.3,17.39,21.38,64.11,5.85,40.79,lentil
36.87,26.66,33.9,26.35,90.35,5.89,157.87,coconut
98.28,25.0,30.93,25.46,56.07,6.84,183.47,coffee
25.16,62.45,22.8,29.72,62.27,6.67,69.98,blackgram
23.87,56.3,15.32,26.04,33.38,6.32,186.91,pigeonpeas
15.14,133.37,202.19,31.09,80.88,6.39,67.79,grapes
90.08,18.71,50.41,24.19,51.99,6.42,58.86,watermelon
13.59,15.42,6.82,12.47,92.08,6.61,118.51,orange
62.96,45.75,36.16,26.04,84.35,6.0,187.63,rice
35.17,66.49,20.47,19.33,18.44,5.67,100.1,kidneybeans
43.11,73.24,90.31,16.59,24.15,6.27,90.06,chickpea
105.67,32.92,30.83,23.72,58.91,6.53,174.78,coffee
116.55,81.05,48.73,26.92,83.37,6.15,169.84,banana
24.59,26.57,32.85,35.22,53.32,4.95,78.71,mango
97.65,26.71,51.56,29.49,85.32,6.61,30.74,muskmelon
16.81,14.74,20.16,28.88,94.51,7.83,115.53,orange
93.46,59.44,41.45,24.83,76.08,6.01,191.68,jute
72.18,36.07,44.36,25.93,75.96,6.22,191.48,jute
106.66,17.21,47.8,27.27,92.96,6.42,23.44,muskmelon
33.89,57.18,21.46,27.78,83.21,6.13,49.43,mungbean
117.5,60.68,16.67,23.33,79.45,6.57,78.79,cotton
38.44,138.42,199.16,22.85,93.46,6.09,126.36,apple
115.7,20.68,30.53,26.22,53.37,7.46,174.41,coffee
21.8,51.34,16.6,30.46,77.51,6.47,52.58,mungbean
17.37,74.24,23.11,22.8,69.47,6.11,70.87,lentil
80.3,38.11,51.28,28.61,87.46,6.01,23.53,muskmelon
81.48,50.75,20.8,18.82,72.55,6.03,66.48,maize
20.02,79.54,15.97,21.64,66.38,6.03,77.13,lentil
39.44,17.96,34.28,27.04,99.99,6.37,134.23,coconut
30.36,78.91,89.75,18.53,19.45,6.7,90.99,chickpea
31.71,71.97,18.62,20.94,18.1,6.14,142.2,kidneybeans
95.54,27.58,32.69,27.39,52.08,6.58,188.81,coffee
80.94,82.91,53.75,26.51,75.95,6.26,168.78,banana
15.49,59.77,17.86,31.42,59.1,7.16,43.58,mothbeans
101.77,16.89,45.01,29.72,54.28,6.1,44.75,watermelon
82.68,70.85,47.45,29.41,79.16,6.22,209.38,banana
43.06,63.55,23.1,27.38,62.24,7.0,67.83,blackgram
117.53,17.84,32.05,27.25,69.09,6.32,175.2,coffee
15.38,69.57,17.53,26.55,68.3,5.7,182.38,pigeonpeas
68.69,64.53,43.42,26.95,76.6,6.8,156.86,jute
26.18,65.99,20.1,27.59,63.16,6.59,69.1,blackgram
16.6,123.6,207.31,33.11,84.04,5.71,67.12,grapes
17.61,117.98,190.23,18.26,83.09,5.62,79.72,grapes
69.58,61.61,51.81,23.8,93.03,6.48,63.27,papaya
15.94,15.23,31.27,30.16,59.6,4.98,73.83,mango
22.9,52.91,25.0,30.16,41.94,8.8,44.27,mothbeans
99.43,42.26,41.72,25.33,78.56,6.59,224.13,rice
34.04,64.66,20.11,19.92,23.77,6.37,148.27,kidneybeans
19.4,126.18,197.8,36.59,89.29,5.8,77.28,grapes
101.06,31.63,52.28,24.0,73.85,6.81,58.08,watermelon
34.95,27.4,15.37,10.44,94.31,6.35,112.44,orange
109.55,62.53,15.78,24.14,80.32,6.85,109.88,cotton
35.56,76.44,24.17,19.31,21.19,6.08,93.41,kidneybeans
25.11,56.71,22.84,23.43,47.31,6.56,126.57,pigeonpeas
31.42,72.72,15.08,22.14,56.47,5.95,90.58,pigeonpeas
57.81,56.51,93.69,18.52,16.52,6.97,70.27,chickpea
34.83,39.04,47.8,22.2,90.3,6.03,109.87,pomegranate
30.12,139.66,190.19,25.07,89.07,6.24,70.86,grapes
35.66,21.88,26.7,25.95,99.27,5.55,176.25,coconut
105.5,86.7,52.38,26.68,82.65,5.93,152.94,banana
18.84,27.14,44.91,20.65,88.03,6.46,132.72,pomegranate
81.48,52.61,42.45,23.02,76.91,5.93,223.57,rice
112.11,77.41,54.0,29.55,84.43,6.02,178.02,banana
84.37,81.92,48.37,27.85,83.61,5.58,99.43,banana
86.59,90.67,50.15,26.0,78.2,6.09,99.39,banana
109.14,47.69,20.57,26.44,78.26,5.7,84.46,cotton
107.98,28.15,51.59,27.21,72.72,6.64,55.38,watermelon
15.9,42.12,18.0,30.21,84.01,7.04,49.06,mungbean
31.4,31.49,31.25,29.83,50.67,4.76,88.76,mango
11.82,22.4,40.93,21.05,92.49,6.83,130.85,pomegranate
